"","X","X.1","Film","Rating","Actor.Group1","Actor.Group2","Actor.Group3","Actor.Group4","Director","Producer","Writer"
"2840",2840,2840,2266309,5.2,0,0,1,0,5.14999997615814,5.20714269365583,5.27499985694885
"2841",2841,2841,2266319,3.6,0,0.92,0.08,0,3.19999992847443,3.19999992847443,3.33333325386047
"2842",2842,2842,2266325,6,0,0.0188679245283019,0.981132075471698,0,6.27142858505249,6.04563974442271,5.92424241268274
"2843",2843,2843,2266338,3.3,0,0.705882352941177,0.294117647058824,0,3.29999995231628,3.6888888378938,3.39999993642171
"2844",2844,2844,2266344,6.4,0,0,1,0,5.8222222328186,6.29772733227171,6.46111120118035
"2845",2845,2845,2266370,5.5,0,0,1,0,5.33333333333333,5.5,5.20000012715658
"2846",2846,2846,2266470,6.1,0,0.0192307692307692,0.980769230769231,0,5.7,5.89938807711333,6.05416664481163
"2847",2847,2847,2266607,6.6,0,0,1,0,6.59999990463257,6.89999985694885,6.59999990463257
"2848",2848,2848,2266649,6.9,0,0,1,0,6.90000009536743,6.90000009536743,6.90000009536743
"2849",2849,2849,2266792,5.7,0,0,1,0,5.69999980926514,5.69999980926514,5.69999980926514
"2850",2850,2850,2267090,6.2,0,0,1,0,6.33333333333333,6.47499997275216,6.33333333333333
"2851",2851,2851,2267255,7,0,0,1,0,7,6.94999999470181,7
"2852",2852,2852,2267298,5.5,0,0.0238095238095238,0.976190476190476,0,6.54999995231628,6.14203511230388,6.86886525413387
"2853",2853,2853,2267345,6.9,0,0.0185185185185185,0.981481481481482,0,6.90000009536743,6.37654384641082,6.51666665077209
"2854",2854,2854,2267376,6.6,0,0.0380952380952381,0.961904761904762,0,6.19999994550432,6.52553680350001,6.53571418353489
"2855",2855,2855,2267430,6.4,0,0,1,0,4.87499994039536,5.55750001966953,7.20000004768372
"2856",2856,2856,2267461,4.9,0,0.628571428571429,0.371428571428571,0,4.90000009536743,4.90000009536743,4.90000009536743
"2857",2857,2857,2267779,7,0,0,1,0,6.79999995231628,6.76674477325276,6.65777779155307
"2858",2858,2858,2267978,7,0,0,1,0,6.79999995231628,6.79999995231628,6.79999995231628
"2859",2859,2859,2268245,6.3,0,0,1,0,6.15000009536743,6.31111127358896,6.16666677263048
"2860",2860,2860,2268264,4.8,0,0.625,0.375,0,4.44999998807907,4.78697929200199,4.73333342870077
"2861",2861,2861,2268274,3.9,0,0.8,0.2,0,4.08000001907349,3.80813491691357,3.91111108991835
"2862",2862,2862,2268359,5.7,0,0.0481927710843374,0.951807228915663,0,5.42000007629395,5.94456970880902,6.15005839777272
"2863",2863,2863,2268361,4.9,0,0.933333333333333,0.0666666666666667,0,4.90000009536743,4.90000009536743,4.90000009536743
"2864",2864,2864,2268499,8.6,0,0,0.142857142857143,0.857142857142857,8.60000038146973,7.95000028610229,8.60000038146973
"2865",2865,2865,2268517,6.9,0,0.0344827586206897,0.96551724137931,0,6.40000009536743,6.20981519339762,5.54999995231628
"2866",2866,2866,2268539,5.5,0,0.121951219512195,0.878048780487805,0,5.30000003178914,5.77262246304935,5.18750005960464
"2867",2867,2867,2268552,4.3,0,0.815789473684211,0.184210526315789,0,5.14166669050852,4.57147071527912,5.23250004053116
"2868",2868,2868,2268565,5.6,0,0,1,0,5.2,5.90875002741814,6.08749997615814
"2869",2869,2869,2268627,4.5,0,0.433962264150943,0.566037735849057,0,5.66470580942491,5.19457899056876,5.0733333269755
"2870",2870,2870,2268851,7.5,0,0,1,0,7.375,7.15833334128062,7.30000003178914
"2871",2871,2871,2269023,6.5,0,0.015625,0.984375,0,6.5,6.23786378726757,6.25
"2872",2872,2872,2269058,4.4,0,0.285714285714286,0.714285714285714,0,4.40000009536743,5.24458878896969,4.30666675567627
"2873",2873,2873,2269067,5.5,0,0.0263157894736842,0.973684210526316,0,6.48333342870076,5.8431818063813,5.26000003814697
"2874",2874,2874,2269194,5.6,0,0,1,0,5.59999990463257,6.33616094335038,6
"2875",2875,2875,2269367,6.5,0,0,1,0,6.5,6.19437195920714,6.37777778837416
"2876",2876,2876,2269390,5.6,0,0,1,0,5.54999995231628,5.75666663249334,5.39999990993076
"2877",2877,2877,2269475,7.7,0,0,0.411764705882353,0.588235294117647,7.25,7.69999980926514,7.25
"2878",2878,2878,2269542,8.1,0,0,0.25,0.75,6.27500009536743,6.98522541872931,6.54444456100464
"2879",2879,2879,2269637,8.2,0,0,0.3,0.7,8.19999980926514,7.38888872994317,8.19999980926514
"2880",2880,2880,2269682,6.4,0,0.0344827586206897,0.96551724137931,0,6.40000009536743,6.59999997275216,6.40000009536743
"2881",2881,2881,2269686,7.2,0,0,1,0,7.19999980926514,7.26923065919143,7.04861100987783
"2885",2885,2885,2269933,5.4,0,0,1,0,5.40000009536743,5.40000009536743,5.40000009536743
"2886",2886,2886,2270023,5.7,0,0,1,0,5.69999980926514,5.69999980926514,5.69999980926514
"2887",2887,2887,2270045,6.2,0,0,1,0,6.19999980926514,6.49999982118607,6.19999980926514
"2888",2888,2888,2270087,7,0,0,1,0,6.86666679382324,6.43125009536743,6.6687500923872
"2889",2889,2889,2270179,5.8,0,0,1,0,5.80000019073486,5.80000019073486,5.80000019073486
"2890",2890,2890,2270235,4.5,0,0.714285714285714,0.285714285714286,0,4.625,4.5,4.5
"2891",2891,2891,2270267,5.4,0,0,1,0,5.95000004768372,5.53333346048991,5.32500004768372
"2892",2892,2892,2270274,7.2,0,0,1,0,7.19999980926514,7.24999988079071,7.19999980926514
"2893",2893,2893,2270439,5.5,0,0.0892857142857143,0.910714285714286,0,6.34999990463257,6.02699999491374,5.5
"2894",2894,2894,2270509,6.6,0,0.025,0.975,0,6.5625,6.56080180575617,6.50740735619156
"2895",2895,2895,2270791,6,0,0.0408163265306122,0.959183673469388,0,6,5.72361109322972,6.07499992847443
"2896",2896,2896,2270885,6.3,0,0,1,0,7.25,6.73333342870076,6.30000019073486
"2897",2897,2897,2271030,6.5,0,0,1,0,5.13333336512248,6.20333335967291,5.26000003814697
"2898",2898,2898,2271068,6.5,0,0,1,0,6.5,6.375,6.375
"2899",2899,2899,2271165,7.3,0,0,0.962962962962963,0.037037037037037,7.35000014305115,6.4313121523086,7.17777792612712
"2900",2900,2900,2271182,7.3,0,0,1,0,6.33611116144392,5.96904849473373,5.8537038202639
"2901",2901,2901,2271187,3.4,0,0.432432432432432,0.567567567567568,0,4.25,4.83666310360249,4.62685195781567
"2902",2902,2902,2271403,7.2,0,0,1,0,7.13333320617676,7.1895831823349,7.11249983310699
"2903",2903,2903,2271450,3.6,0,0.428571428571429,0.571428571428571,0,4.33333333333333,4.65141424038265,4.78333332803514
"2904",2904,2904,2271459,4.9,0,0.571428571428571,0.428571428571429,0,4.90000009536743,5.30466670185936,4.90000009536743
"2905",2905,2905,2271651,5.8,0,0,1,0,6.36000003814697,6.22713184638633,5.55000019073486
"2906",2906,2906,2271676,6.2,0,0.0135135135135135,0.986486486486487,0,6.73333326975505,6.58932675420749,6.99230769964365
"2907",2907,2907,2272021,6.4,0,0.0454545454545455,0.954545454545455,0,5.5666667620341,6.42295824061266,5.60000002384186
"2908",2908,2908,2272076,4.3,0,0.3125,0.6875,0,4.30000019073486,3.86666675408681,4.27142875535147
"2909",2909,2909,2272112,6.3,0,0.03125,0.96875,0,6.40000009536743,6.14814820273557,6.19473685716328
"2910",2910,2910,2272398,7.4,0,0,0.916666666666667,0.0833333333333333,7.15000009536743,7.11944451597002,7.56666672229767
"2911",2911,2911,2272400,6.6,0,0,1,0,6.59999990463257,6.59999990463257,6.59999990463257
"2912",2912,2912,2272618,2.6,0,0.9375,0.0625,0,3.29999995231628,3.15999994277954,3.10476182188307
"2913",2913,2913,2272679,3.5,0,0.625,0.375,0,4.70000004768372,4.03955555322435,3.63333334241595
"2914",2914,2914,2272713,5.1,0,0.0615384615384615,0.938461538461538,0,5.75,5.62189603429425,5.33333328564962
"2915",2915,2915,2272731,7,0,0,1,0,7,7,7
"2916",2916,2916,2272919,6.5,0,0,1,0,6,5.87159543866106,6.5
"2917",2917,2917,2273169,5.9,0,0,1,0,5.7,5.89452000538554,6.20158733640398
"2918",2918,2918,2273174,7.7,0,0,0,1,7.69999980926514,6.94000005722046,7.69999980926514
"2919",2919,2919,2273204,6.2,0,0,1,0,6.26666673024495,6.64545452749574,6.46250005960465
"2920",2920,2920,2273327,6,0,0,1,0,5.64999997615814,6,5.875
"2921",2921,2921,2273363,7.4,0,0,1,0,7.40000009536743,7.10016671392653,7.27777783075968
"2922",2922,2922,2273388,7.2,0,0,1,0,7.25,7.25,7.25
"2923",2923,2923,2273450,7.3,0,0,1,0,7.30000019073486,7.01500005722046,7.30000019073486
"2924",2924,2924,2273465,5.8,0,0.0833333333333333,0.916666666666667,0,5.80000019073486,6.22000010808309,5.80000019073486
"2925",2925,2925,2273508,5.4,0,0,1,0,5.40000009536743,6.08611113495297,6.5666667620341
"2926",2926,2926,2273603,6.2,0,0,1,0,6.19999980926514,6.27738084111895,5.94166656335195
"2927",2927,2927,2273709,6.7,0,0.0133333333333333,0.986666666666667,0,6.69999980926514,6.69999980926514,6.69999980926514
"2928",2928,2928,2273757,6.4,0,0,1,0,6.32499992847443,6.18125000596046,6.36249993244807
"2929",2929,2929,2273758,7.1,0,0,0.972222222222222,0.0277777777777778,6.32499992847443,6.37880120929724,6.60833325650957
"2930",2930,2930,2273827,1.9,0.782608695652174,0.217391304347826,0,0,1.89999997615814,2.87500002980232,1.89999997615814
"2931",2931,2931,2273931,4.5,0,0.166666666666667,0.833333333333333,0,5.65000009536743,4.5,5.57000007629395
"2932",2932,2932,2274346,6.6,0,0,1,0,6.58571420397077,6.68737563828488,6.65999989509583
"2933",2933,2933,2274350,6.4,0,0,1,0,6.40000009536743,6.41769236491277,6.40000009536743
"2934",2934,2934,2274555,8,0,0,0.8,0.2,7.875,7.18722221851349,7.73333334922791
"2935",2935,2935,2274623,4.1,0,0.5,0.5,0,4.75,4.09999990463257,4.75
"2936",2936,2936,2274636,5.7,0,0.0416666666666667,0.958333333333333,0,5.69999980926514,5.93336734653636,5.69999980926514
"2937",2937,2937,2274698,4.5,0,1,0,0,5.17499995231628,4.76999998092651,4.5
"2938",2938,2938,2274789,4.5,0,0.738095238095238,0.261904761904762,0,5.54999995231628,5.62843138096379,5.54999995231628
"2939",2939,2939,2275050,7.7,0,0,0.75,0.25,6.59473687724063,6.58407038958965,7.19999992847443
"2940",2940,2940,2275062,4.9,0,0.37037037037037,0.62962962962963,0,4.35000002384186,4.9500000278155,4.90000009536743
"2941",2941,2941,2275089,7.2,0,0,1,0,6.66666650772095,6.68333322803179,7.19999980926514
"2942",2942,2942,2275313,6.4,0,0,1,0,6.40000009536743,6.40000009536743,6.40000009536743
"2943",2943,2943,2275335,5.6,0,0.0169491525423729,0.983050847457627,0,5.89999985694885,6.49111250016596,5.62222210566203
"2944",2944,2944,2275388,4.2,0,1,0,0,3.19999992847443,3.91999986171722,3.69999986886978
"2945",2945,2945,2275396,7.5,0,0,1,0,6.90000009536743,7.5,6.90000009536743
"2946",2946,2946,2275517,5.7,0,0.032258064516129,0.967741935483871,0,5.5,5.56666660308838,6.04999983310699
"2947",2947,2947,2275723,4.2,0,0.888888888888889,0.111111111111111,0,4.19999980926514,4.2272725538774,4.19999980926514
"2948",2948,2948,2275812,6,0,0,1,0,6,5.83333333333333,6
"2949",2949,2949,2275991,7.2,0,0.142857142857143,0.857142857142857,0,7.02500009536743,7.02500009536743,7.02500009536743
"2951",2951,2951,2276198,5.1,0,0,1,0,5.09999990463257,5.23666659990946,5.43999989827474
"2952",2952,2952,2276301,6,0,0,1,0,6,6.29166658719381,6
"2953",2953,2953,2276341,7.9,0,0,0.6,0.4,7.11333335240682,6.87216671387355,6.62592600010059
"2954",2954,2954,2276376,5,0,0.62962962962963,0.37037037037037,0,5.10000006357829,5.60497174319039,5.57999998728434
"2955",2955,2955,2276381,5.6,0,0,1,0,5.59999990463257,5.84940467845826,5.83333325386047
"2956",2956,2956,2276514,4.4,0,0.333333333333333,0.666666666666667,0,5.15000009536743,5.41380954697019,5.5616667509079
"2957",2957,2957,2276580,6.9,0,0,0.982456140350877,0.0175438596491228,6.67500007152557,6.55074077787853,7.16250004371007
"2958",2958,2958,2276687,6.6,0,0,1,0,6.47777774598863,6.69347988975559,7.03333330154419
"2959",2959,2959,2276723,6.8,0,0,0.977272727272727,0.0227272727272727,6.80000019073486,6.76000018119812,6.80000019073486
"2960",2960,2960,2276736,8,0,0.0147058823529412,0.529411764705882,0.455882352941176,7.08333341280619,6.91917489797848,7.1827381168093
"2961",2961,2961,2276748,7.1,0,0.0833333333333333,0.833333333333333,0.0833333333333333,7.09999990463257,6.99444434377882,7.09999990463257
"2962",2962,2962,2276752,7,0,0,0.925,0.075,7,5.81398722274446,7
"2963",2963,2963,2276844,5.3,0,0.0784313725490196,0.92156862745098,0,6.05000019073486,5.52051171047568,5
"2964",2964,2964,2276945,6.6,0,0,1,0,6.59999990463257,6.59999990463257,6.59999990463257
"2965",2965,2965,2277037,6.1,0,0.0155038759689922,0.984496124031008,0,6.78749993443489,6.35519555471922,6.05423073585217
"2966",2966,2966,2277067,6.7,0,0,1,0,6.69999980926514,6.62777765591939,6.69999980926514
"2967",2967,2967,2277084,8.8,0,0,0.25,0.75,8.80000019073486,8.80000019073486,8.80000019073486
"2968",2968,2968,2277138,6.5,0,0.024390243902439,0.975609756097561,0,6.5,6.37339106181459,6.61111111111111
"2969",2969,2969,2277233,6.1,0,0,1,0,6.09999990463257,6.16043948544979,6.09999990463257
"2971",2971,2971,2277301,7.9,0,0,0.384615384615385,0.615384615384615,7.73333334922791,7.90000009536743,7.62222225136227
"2972",2972,2972,2277692,7,0,0,1,0,7,6.36666667461395,6.9274999499321
"2973",2973,2973,2277951,7,0,0,1,0,7,7,7
"2974",2974,2974,2277980,4,0,0.714285714285714,0.285714285714286,0,4,4.59999990463257,4
"2975",2975,2975,2278021,6.7,0,0,1,0,6.69999980926514,6.83333317438761,6.69999980926514
"2976",2976,2976,2278049,7.3,0,0,1,0,7.30000019073486,7.30000019073486,7.30000019073486
"2977",2977,2977,2278061,6.6,0,0,1,0,6.59999990463257,6.60166657765706,5.96666653951009
"2978",2978,2978,2278072,5.8,0,0.05,0.95,0,5.80000019073486,6.85000002384186,5.80000019073486
"2979",2979,2979,2278249,5.2,0,0,1,0,5.09999990463257,5.80555546283722,5.19999980926514
"2980",2980,2980,2278250,5.8,0,0,1,0,5.75,6.02653518204103,5.68333344989353
"2981",2981,2981,2278425,7.3,0,0,1,0,6.40000009536743,6.52867426767153,7.40000019073486
"2982",2982,2982,2278452,5.4,0,0.105263157894737,0.894736842105263,0,4.30000007152557,6.19834013085288,5.40000009536743
"2983",2983,2983,2278660,7.4,0,0,0.972222222222222,0.0277777777777778,7.40000009536743,7.29975210579615,7.40000009536743
"2984",2984,2984,2278857,7,0,0,1,0,7.40000009536743,6.97416673898697,7.40000009536743
"2985",2985,2985,2278933,4.7,0,0.409090909090909,0.590909090909091,0,4.69999980926514,6.02412695468418,4.69999980926514
"2986",2986,2986,2279520,7.6,0,0,0.666666666666667,0.333333333333333,7.59999990463257,7.03999993801117,7.59999990463257
"2987",2987,2987,2279788,6.7,0,0,1,0,6.86666663487752,6.69799991528193,6.09999990463257
"2988",2988,2988,2279830,6.5,0,0,1,0,6.5,6.5,6.5
"2989",2989,2989,2280389,6.5,0,0,1,0,7.15000009536743,6.5,6.5
"2990",2990,2990,2280509,7.7,0,0,0.375,0.625,7.69999980926514,7.14999993642171,7.59999990463257
"2991",2991,2991,2280703,3.6,0,0.833333333333333,0.166666666666667,0,2.76666665077209,3.04999995231628,2.87999997138977
"2992",2992,2992,2280704,2.5,0.333333333333333,0.666666666666667,0,0,2.76666665077209,3.04999995231628,2.87999997138977
"2993",2993,2993,2280736,7.4,0,0,1,0,7.40000009536743,7.40000009536743,7.40000009536743
"2994",2994,2994,2280813,7.5,0,0,1,0,7.5,6.89999993642171,7.5
"2995",2995,2995,2280826,5.6,0,0,1,0,5.39999985694885,6.32942173918899,5.46666653951009
"2996",2996,2996,2280871,4,0,0.782608695652174,0.217391304347826,0,4,4,4
"2997",2997,2997,2280884,4.9,0,0.666666666666667,0.333333333333333,0,4.90000009536743,5.72664105170812,5.25
"2998",2998,2998,2280915,6.9,0,0,1,0,6.86666663487752,6.3004831035356,5.67500007152557
"2999",2999,2999,2280952,7.5,0,0,1,0,7.5,6.89999997615814,7.5
"3000",3000,3000,2281005,5.2,0,0,1,0,5.19999980926514,5.19999980926514,5.19999980926514
"3003",3003,3003,2281652,6,0,0,1,0,6,6,6
"3004",3004,3004,2282194,5.5,0,0.0416666666666667,0.958333333333333,0,5.5,5.93854163587093,5.5
"3005",3005,3005,2282226,5.5,0,0,1,0,5.09999990463257,5.55246172509687,5.5
"3006",3006,3006,2282247,7,0,0,1,0,7,5.29999995231628,7
"3007",3007,3007,2282315,6.6,0,0,1,0,5.99999984105428,6.09999993443489,6.33333320087857
"3008",3008,3008,2282361,6.4,0,0,1,0,6.85000014305115,6.40000009536743,6.62222231758965
"3009",3009,3009,2282476,6,0,0.0434782608695652,0.956521739130435,0,6.69999996821086,5.93456052857695,6.14999997615814
"3010",3010,3010,2282506,6.9,0,0,1,0,6.90000009536743,6.82407415133935,6.77500009536743
"3011",3011,3011,2282580,6.8,0,0,1,0,6.80000019073486,6.83020848035812,6.67500019073486
"3012",3012,3012,2282616,6.2,0,0,1,0,6.19999980926514,6.24117630469699,6.19999980926514
"3013",3013,3013,2282683,7.6,0,0,0.4,0.6,7.34999990463257,7.51666657129924,7.69999992847443
"3014",3014,3014,2282699,5.6,0,0.0384615384615385,0.961538461538462,0,5.59999990463257,5.58214277880532,5.59999990463257
"3015",3015,3015,2282736,6.3,0,0,1,0,6.30000019073486,6.30000019073486,6.30000019073486
"3016",3016,3016,2282740,4,0,1,0,0,4,4.1777777671814,4
"3017",3017,3017,2283056,7.5,0,0,1,0,6.76249998807907,6.46195656216663,6.79791663421525
"3018",3018,3018,2283075,6,0,0.1,0.9,0,4.83333333333333,5.6875,4.79999995231628
"3019",3019,3019,2283139,6.3,0,0,1,0,6.30000019073486,6.30000019073486,6.30000019073486
"3020",3020,3020,2283150,7.8,0,0,0,1,7.80000019073486,7.80000019073486,7.80000019073486
"3021",3021,3021,2283160,4.3,0,0.5,0.5,0,4.30000019073486,4.30000019073486,4.30000019073486
"3022",3022,3022,2283354,7.5,0,0,0.928571428571429,0.0714285714285714,7.02500003576279,7.20919870781763,6.10722227626377
"3023",3023,3023,2283482,7.2,0,0.0625,0.9375,0,7.19999980926514,6.85333315531413,7.19999980926514
"3024",3024,3024,2283715,7.9,0,0,0.625,0.375,7.65000009536743,7.90000009536743,6.89999993642171
"3025",3025,3025,2283828,5.4,0,0,1,0,5.40000009536743,5.26333285110437,5.40000009536743
"3026",3026,3026,2284050,7.9,0,0,0.333333333333333,0.666666666666667,7.90000009536743,7.90000009536743,7.90000009536743
"3027",3027,3027,2284078,6.6,0,0,1,0,6.59999990463257,6.59999990463257,6.59999990463257
"3028",3028,3028,2284104,6.7,0,0,1,0,6.69999980926514,7.10555545488993,7.34999990463257
"3029",3029,3029,2284157,7.8,0,0,0,1,7.77500009536743,7.80000019073486,7.75
"3030",3030,3030,2284333,6.9,0,0,1,0,6.90000009536743,6.90000009536743,6.90000009536743
"3031",3031,3031,2284570,5.9,0,0,1,0,5.90000009536743,5.96111114290026,5.90000009536743
"3032",3032,3032,2284597,8.3,0,0,0.538461538461538,0.461538461538462,7.02500003576279,6.76216140278504,6.90833338101705
"3033",3033,3033,2284698,4,0,0.5,0.5,0,4,4,4.3
"3034",3034,3034,2284740,7,0,0,1,0,7,5.98617883006409,7
"3035",3035,3035,2284768,6.5,0,0,1,0,6.5,5.69999998807907,6.5
"3036",3036,3036,2284916,7,0,0,1,0,6.15333331425985,6.02529764203798,6.01538452735314
"3037",3037,3037,2284943,4.5,0,0.444444444444444,0.555555555555556,0,5,4.71249999602636,5
"3038",3038,3038,2285187,5.9,0,0,1,0,5.90000009536743,5.90000009536743,5.90000009536743
"3039",3039,3039,2285331,7.4,0,0,1,0,7.40000009536743,6.59444449676408,7.15714290028527
"3043",3043,3043,2285816,7.2,0,0,1,0,6.73333334922791,6.67916653553645,7.19999980926514
"3044",3044,3044,2286083,6.6,0,0,1,0,6.59999990463257,6.44259249722516,6.59999990463257
"3045",3045,3045,2286121,6.3,0,0,1,0,6.30000019073486,6.30000019073486,6.30000019073486
"3046",3046,3046,2286271,5.2,0,0.166666666666667,0.833333333333333,0,5.19999980926514,5.27916649977366,5.19999980926514
"3047",3047,3047,2286284,6,0,0,1,0,6.16666666666667,5.73750001192093,6.25
"3048",3048,3048,2286589,6.8,0,0,1,0,6.80000019073486,6.80000019073486,6.80000019073486
"3049",3049,3049,2286720,7.4,0,0,1,0,7.40000009536743,7.40000009536743,7.40000009536743
"3050",3050,3050,2286721,6.7,0,0,1,0,6.69999980926514,6.69999980926514,6.69999980926514
"3051",3051,3051,2286859,8.3,0,0.0434782608695652,0.0869565217391304,0.869565217391304,7.70000004768372,7.17513900763459,7.83333341280619
"3052",3052,3052,2286903,5.6,0,0,1,0,6.25,5.81363817858436,6.02222218513489
"3053",3053,3053,2286922,6.2,0,0.0833333333333333,0.916666666666667,0,6.19999980926514,6.19999980926514,5.66666650772095
"3054",3054,3054,2287296,6.6,0,0,1,0,6.59999990463257,6.59999990463257,6.59999990463257
"3055",3055,3055,2287446,5.9,0,0.0526315789473684,0.947368421052632,0,5.90000009536743,6.23333334922791,5.90000009536743
"3056",3056,3056,2287766,6.9,0,0,1,0,6.90000009536743,6.8156249910593,6.76666673024495
"3057",3057,3057,2287773,6.7,0,0,1,0,6.69999980926514,6.78333322207133,6.69999980926514
"3058",3058,3058,2287781,6.6,0,0,1,0,6.59999990463257,6.73809520890113,6.95000004768372
"3059",3059,3059,2287782,6.8,0,0,1,0,6.80000019073486,6.66666682561239,6.80000019073486
"3060",3060,3060,2287848,7.8,0,0,0.36,0.64,7.80000019073486,7.60000006357829,7.80000019073486
"3061",3061,3061,2287877,6.9,0,0,0.909090909090909,0.0909090909090909,6.90000009536743,6.86666675850197,6.90000009536743
"3062",3062,3062,2287997,6.4,0,0,1,0,7.52499997615814,7.05416669448217,7.32499998807907
"3063",3063,3063,2288170,6.9,0,0,1,0,6.90000009536743,6.77311119450463,6.90000009536743
"3064",3064,3064,2288229,6.4,0,0,1,0,6.35000014305115,6.40000009536743,6.40000009536743
"3065",3065,3065,2288328,7.3,0,0,1,0,7.30000019073486,6.70000004768372,7.07500016689301
"3066",3066,3066,2288458,7.3,0,0.0277777777777778,0.972222222222222,0,7.31666668256124,6.26204084506651,7.04583339558707
"3067",3067,3067,2288511,3.2,0,0.636363636363636,0.363636363636364,0,3.20000004768372,4.04532557216739,3.90000007549922
"3068",3068,3068,2288835,6.8,0,0.0416666666666667,0.958333333333333,0,6.96666669845581,6.26915433977036,6.66785727228437
"3069",3069,3069,2288870,4.8,0,0.217391304347826,0.782608695652174,0,6,5.967991218258,5.58025403401208
"3070",3070,3070,2288941,6.7,0,0.0175438596491228,0.982456140350877,0,6.25,6.14213761186254,5.40833330154419
"3071",3071,3071,2289008,6.9,0,0,1,0,6.90000009536743,6.90000009536743,6.90000009536743
"3072",3072,3072,2289026,7.2,0,0,0.980392156862745,0.0196078431372549,6.74615383148193,6.70555539660984,6.61428567341396
"3073",3073,3073,2289080,5,0,0.818181818181818,0.181818181818182,0,5.71999998092651,5.21428573699225,5.15000001589457
"3074",3074,3074,2289084,5.1,0,0.125,0.875,0,6.09999990463257,5.37655924074324,4.88571429252625
"3075",3075,3075,2289123,5.8,0,0,1,0,5.80000019073486,5.80000019073486,5.80000019073486
"3076",3076,3076,2289279,6.9,0,0,1,0,6.9,6.25664024025044,5.625
"3077",3077,3077,2289287,6.2,0,0,1,0,6.19999980926514,6.34444427490234,6.19999980926514
"3078",3078,3078,2289376,6.2,0,0,1,0,6.19999980926514,6.42555555767483,6.19999980926514
"3079",3079,3079,2289435,7.1,0,0,1,0,7.22500002384186,6.24510488929329,6.75714283897763
"3080",3080,3080,2289451,8,0,0,0.285714285714286,0.714285714285714,8,8,8
"3081",3081,3081,2289583,7.5,0,0,0.957446808510638,0.0425531914893617,6.80000007152557,6.7450701050985,6.63333336512248
"3082",3082,3082,2289619,6.9,0,0,0.962962962962963,0.037037037037037,6.80000007152557,6.72672676640137,6.80555558204651
"3083",3083,3083,2289624,6.4,0,0.0208333333333333,0.979166666666667,0,7.12500011920929,6.62530773554093,7.15000001589457
"3085",3085,3085,2289661,6.1,0,0,1,0,6.09999990463257,6.07962040881203,5.59999990463257
"3086",3086,3086,2289696,6.3,0,0,1,0,6.50000015894572,6.50446239381044,6.37833342287276
"3088",3088,3088,2289704,5,0,0.571428571428571,0.428571428571429,0,5,5.70000002119276,5
"3089",3089,3089,2289819,7.5,0,0,0.980769230769231,0.0192307692307692,5.97500002384186,6.63095236959912,6.67499999205271
"3090",3090,3090,2289833,4.4,0,0.780487804878049,0.219512195121951,0,4.40000009536743,4.5384616240477,4.40000009536743
"3091",3091,3091,2289878,6.7,0,0,1,0,6.59999990463257,6.47718242236546,6.62499988079071
"3092",3092,3092,2289879,5.7,0,0.0588235294117647,0.941176470588235,0,5.84999990463257,6.24349467642512,5.77499985694885
"3093",3093,3093,2289886,7.2,0,0,1,0,6.84999990463257,6.06833323637644,6.77499985694885
"3094",3094,3094,2289924,7.6,0,0,0.642857142857143,0.357142857142857,6.72499990463257,6.47499998410543,7.03333330154419
"3095",3095,3095,2289951,5.3,0,0.05,0.95,0,5.30000019073486,5.74285711560931,5.30000019073486
"3096",3096,3096,2289957,4.5,0,1,0,0,4.5,4.5,4.5
"3097",3097,3097,2289960,6.4,0,0,1,0,6.40000009536743,6.3493590645301,6.40000009536743
"3098",3098,3098,2290141,7.5,0,0,1,0,7.5,7.10000006357829,7.03333330154419
"3099",3099,3099,2290207,8.2,0,0,0.741935483870968,0.258064516129032,7.04285717010498,7.04502947604635,7.54166666666667
"3100",3100,3100,2290236,5.6,0,0,1,0,5.59999990463257,5.69999992847443,5.59999990463257
"3101",3101,3101,2290269,7.8,0,0,0.5,0.5,7.80000019073486,7.80000019073486,7.80000019073486
"3103",3103,3103,2290392,5.8,0,0,1,0,5.60000002384186,6.16250014305115,5.99444463517931
"3104",3104,3104,2290436,5.5,0,0.0227272727272727,0.977272727272727,0,6.66666666666667,6.51041667660077,6.48333330949148
"3105",3105,3105,2290439,5.3,0,0,1,0,5.40000009536743,6.02381420454768,5.30000019073486
"3106",3106,3106,2290626,6.9,0,0,1,0,6.60000014305115,7.10000006357829,6.90000009536743
"3107",3107,3107,2290659,8.2,0,0,0,1,8.19999980926514,8.19999980926514,8.19999980926514
"3108",3108,3108,2290799,5.6,0,0.125,0.875,0,5.59999990463257,5.54999989271164,5.6833332379659
"3109",3109,3109,2290879,4.3,0,0.555555555555556,0.444444444444444,0,4.30000019073486,4.73174614754934,4.30000019073486
"3110",3110,3110,2290911,6.7,0,0,1,0,6.69999980926514,6.2664102548208,6.11666655540466
"3111",3111,3111,2291127,5,0,0.909090909090909,0.0909090909090909,0,5.41666666666667,5.30000003178914,5.89318186586553
"3112",3112,3112,2291150,6.5,0,0,1,0,6.5,5.98499999046326,6.25
"3113",3113,3113,2291346,6.8,0,0,0.947368421052632,0.0526315789473684,6.02500009536743,6.54943290786152,6.91000001430511
"3114",3114,3114,2291486,6.6,0,0,1,0,6.28333330154419,5.98124999359802,6.28333330154419
"3115",3115,3115,2291538,6.1,0,0.027027027027027,0.972972972972973,0,6.09999990463257,5.95897426666358,6.09999990463257
